label,sentences
anger,i'm still not okay because it feels like he's still mad and he's said those things that hurt
anger,i have a feeling if you got our dogs mad enough they could bust through it not something we'd want to happen
anger,i feel like a mad woman
anger,i feel mad
anger,i feel like am going mad
anger,i feel like i am going mad
anger,i just feel like my friends are mad at me and i feel really disconnected from a certain one and i am just too tired to try anymore
anger,i feel strangely mad at him like just keep thinking over and over you kind of suck and well fuck you because sometimes i feel very lonely and he s not there
anger,i have had a large push scooter for less than a week and it feels mad i'm getting achy muscles in my butt thighs and back and am content with conditioning and cardio on that for the moment
anger,i'm a very passionate person so i feel all my emotions to the extremes so when i'm mad or sad or happy i'm really mad or sad or happy
anger,i was addicted to the feeling of being mad at someone of fighting and makeup sex of being righteously indignant and having a bone to pick
anger,i am starting to feel that i should not name my posts with 365 on it because it would drive me mad pretty soon
anger,i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him
anger,i didn't feel physically in control of the situation mad that i didn't have a foolproof method for getting them to stop when asked and honestly
anger,i feel like i would be more mad if i thought he was going to say yes but he's not so i'm not as mad :p end rant
anger,i dont know what i feel maybe its between mad and sad
anger,i feel kind of like marcus a resistance i don't want to give anything up because i'm still mad at god for what seems like my losses
anger,i feel as though i cannot get mad at anyone though because if it wasn't for reading ronan's blog i would have no idea either
anger,i kinda feel mad and jealous for myself
anger,i feel like i am becoming mad
anger,i sure did appreciate her asking instead of just feeling mad or hurt because she thought i was
anger,i feel like i knew her personality already when she was just fear6 weeks in the belly when we saw her kicking like a mad woman in her first ultrasound
anger,i want to make sure everyone is happy and no one feels left out or is mad at us
anger,i just feel mad smothered
anger,i feel i have to breathe through my mouth or i shall go mad
anger,i'm with you guys i feel like you guys are always mad at me
anger,i was feeling really mad earlier but now after having take my panadol with codeine and amitriptyline i'm feeling tired and zoned out
anger,i'm a very passionate person so i feel all my emotions to the extremes so when i'm mad or sad or happy i'm really mad or sad or happy
anger,i already feel like i am doing all that i can and so if anyone gives me any advice or criticism i get mad because i feel like i can't possibly do anymore than i am already doing
anger,i was mad that it is just a developmental phase to feel mad at your mom
